Row,Anon Student Id,Problem Hierarchy,Problem Name,Problem View,Step Name,Step Start Time,First Transaction Time,Correct Transaction Time,Step End Time,Step Duration (sec),Correct Step Duration (sec),Error Step Duration (sec),Correct First Attempt,Incorrects,Hints,Corrects,KC(Default),Opportunity(Default)
37980,g209g5Vve6,"Unit ES_05, Section ES_05-4",EG59A,2,921x-X*-742 = -785+X*-742-X*-742,2006-01-13 12:39:51.0,2006-01-13 12:39:55.0,2006-01-13 12:41:02.0,2006-01-13 12:41:48.0,117.0,,117.0,0,2,4,3,"[SkillRule: Add/Subtract; [Typein Skill: {Isolate positive; Isolate negative; Remove constant; Consolidate vars, no coeff; Consolidate vars with coeff; Consolidate vars, any}]]~~[SkillRule: Consolidate vars with coeff; CLT]",103~~73
37981,g209g5Vve6,"Unit ES_05, Section ES_05-4",EG59A,2,1663X = -785+X*-742-X*-742,2006-01-13 12:42:02.0,2006-01-13 12:42:07.0,2006-01-13 12:42:07.0,2006-01-13 12:42:07.0,5.0,5.0,,1,0,0,1,[SkillRule: Consolidate vars with coeff; CLT],74
37982,g209g5Vve6,"Unit ES_05, Section ES_05-4",EG59A,2,X1R1,2006-01-13 12:42:07.0,2006-01-13 12:42:12.0,2006-01-13 12:42:12.0,2006-01-13 12:42:12.0,5.0,5.0,,1,0,0,1,,
39241,g209g5Vve6,"Unit CTA1_15, Section CTA1_15-3",SYS09,1,R3C2,2006-03-29 12:42:15.0,2006-03-29 12:42:18.0,2006-03-29 12:42:37.0,2006-03-29 12:42:37.0,22.0,,22.0,0,0,5,1,"Using simple numbers~~Using large numbers~~Write expression, negative slope",204~~126~~17
39242,g209g5Vve6,"Unit CTA1_15, Section CTA1_15-3",SYS09,1,R3C3,2006-03-29 12:42:37.0,2006-03-29 12:42:41.0,2006-03-29 12:43:07.0,2006-03-29 12:43:07.0,30.0,,30.0,0,0,5,1,"Using simple numbers~~Write expression, positive slope~~Using large numbers",205~~78~~127
39243,g209g5Vve6,"Unit CTA1_15, Section CTA1_15-3",SYS09,1,R4C2,2006-03-29 12:43:31.0,2006-03-29 12:43:34.0,2006-03-29 12:43:34.0,2006-03-29 12:43:34.0,3.0,3.0,,1,0,0,1,"Using simple numbers~~Using large numbers~~Find Y, negative slope",206~~128~~9
39244,g209g5Vve6,"Unit CTA1_15, Section CTA1_15-3",SYS09,1,R4C3,2006-03-29 12:43:07.0,2006-03-29 12:43:29.0,2006-03-29 12:44:06.0,2006-03-29 12:44:06.0,56.0,,56.0,0,3,0,1,"Using simple numbers~~Using large numbers~~Find Y, positive slope",207~~129~~12
39245,g209g5Vve6,"Unit CTA1_15, Section CTA1_15-3",SYS09,1,R6C2,2006-03-29 12:44:06.0,2006-03-29 12:44:33.0,,2006-03-29 12:44:33.0,27.0,,27.0,0,1,0,0,Entering a given,269
39246,g209g5Vve6,"Unit CTA1_15, Section CTA1_15-3",SYS09,1,R7C1,2006-03-29 12:44:33.0,2006-03-29 12:44:44.0,2006-03-29 12:44:49.0,2006-03-29 12:44:49.0,16.0,,16.0,0,1,0,1,"Entering a given~~Convert unit, standard",270~~18
39247,g209g5Vve6,"Unit CTA1_15, Section CTA1_15-3",SYS09,1,ValidEquations,2006-03-29 12:45:20.0,2006-03-29 12:45:43.0,2006-03-29 12:45:43.0,2006-03-29 12:47:02.0,72.0,72.0,,1,1,0,2,,
39248,g209g5Vve6,"Unit CTA1_15, Section CTA1_15-3",SYS09,1,-22000X+450000 = 0,2006-03-29 12:45:43.0,2006-03-29 12:45:51.0,2006-03-29 12:45:51.0,2006-03-29 12:45:51.0,8.0,8.0,,1,0,0,1,"[SkillRule: Remove constant; {ax+b=c, positive; ax+b=c, negative; x+a=b, positive; x+a=b, negative; [var expr]+[const expr]=[const expr], positive; [var expr]+[const expr]=[const expr], negative; [var expr]+[const expr]=[const expr], all; Combine constants to right; Combine constants to left; a-x=b, positive; a/x+b=c, positive; a/x+b=c, negative}]",320
39249,g209g5Vve6,"Unit CTA1_15, Section CTA1_15-3",SYS09,1,-22000X = -450000,2006-03-29 12:45:51.0,2006-03-29 12:45:56.0,2006-03-29 12:45:56.0,2006-03-29 12:45:56.0,5.0,5.0,,1,0,0,1,"[SkillRule: Remove coefficient; {ax+b=c, divide; ax=b; [const expr]*[var fact] + [const expr] = [const expr], divide; [var expr]*[const expr] = [const expr], divide; a/b*x=c; a/b*x=c, reciprocal; ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b; (+/-x +/-a)/b=c, mult; a=x*(b+c); a=x*(b-c); a=x*(b*c+d); x/a+b=c, multiply; [var expr]/[const expr] = [const expr], multiply}]~~[SkillRule: Remove negative coefficient; {ax/b=c, reciprocal; ax/b=c; ax=b; x/a=b}]",365~~83
39250,g209g5Vve6,"Unit CTA1_15, Section CTA1_15-3",SYS09,1,R6C1,2006-03-29 12:44:49.0,2006-03-29 12:45:08.0,2006-03-29 12:46:00.0,2006-03-29 12:46:00.0,35.0,,35.0,0,2,4,1,"Using simple numbers~~Using large numbers~~Find X, negative slope",208~~130~~39
43765,l8kuAhlIWI,"Unit ES_02, Section ES_02-2",EG30,4,FinalAnswer,2005-09-16 12:19:23.0,2005-09-16 12:20:55.0,2005-09-16 12:20:55.0,2005-09-16 12:21:11.0,98.0,98.0,,1,0,0,2,distribute-sp~~perform-mult-sp~~combine-like-terms-whole-sp,7~~7~~7
43766,l8kuAhlIWI,"Unit ES_02, Section ES_02-2",EG30,4,3*-5,2005-09-16 12:20:55.0,2005-09-16 12:21:05.0,2005-09-16 12:21:05.0,2005-09-16 12:21:05.0,10.0,10.0,,1,0,0,1,,
43767,l8kuAhlIWI,"Unit ES_02, Section ES_02-2",EG31,4,-6(-7-3),2005-09-16 12:21:37.0,2005-09-16 12:21:47.0,2005-09-16 12:21:47.0,2005-09-16 12:21:47.0,10.0,10.0,,1,0,0,1,"[SkillRule: Eliminate Parens; {CLT nested; CLT nested, parens; Distribute Mult right; Distribute Mult left; (+/-x +/-a)/b=c, mult; (+/-x +/-a)*b=c, div; [var expr]/[const expr] = [const expr], multiply; Distribute Division left; Distribute Division right; Distribute both mult left; Distribute both mult right; Distribute both divide left; Distribute both divide right; Distribute subex}]~~[SkillRule: Select Eliminate Parens; {CLT nested; CLT nested, parens; Distribute Mult right; Distribute Mult left; Distribute subex}]",13~~13
43768,l8kuAhlIWI,"Unit ES_02, Section ES_02-2",EG31,4,FinalAnswer,2005-09-16 12:21:47.0,2005-09-16 12:22:08.0,2005-09-16 12:26:49.0,2005-09-16 12:27:51.0,308.0,,308.0,0,4,1,2,distribute-sp~~combine-like-terms-sp~~perform-mult-sp~~combine-like-terms-whole-sp,8~~6~~8~~8
43769,l8kuAhlIWI,"Unit ES_02, Section ES_02-2",EG31,4,-6*-10,2005-09-16 12:26:49.0,2005-09-16 12:27:34.0,2005-09-16 12:27:45.0,2005-09-16 12:27:45.0,56.0,,56.0,0,1,0,1,,
43770,l8kuAhlIWI,"Unit ES_02, Section ES_02-2",EG31,5,-2(-4+9),2005-09-16 12:28:00.0,2005-09-16 12:28:39.0,2005-09-16 12:28:39.0,2005-09-16 12:28:39.0,39.0,39.0,,1,0,0,1,"[SkillRule: Eliminate Parens; {CLT nested; CLT nested, parens; Distribute Mult right; Distribute Mult left; (+/-x +/-a)/b=c, mult; (+/-x +/-a)*b=c, div; [var expr]/[const expr] = [const expr], multiply; Distribute Division left; Distribute Division right; Distribute both mult left; Distribute both mult right; Distribute both divide left; Distribute both divide right; Distribute subex}]~~[SkillRule: Select Eliminate Parens; {CLT nested; CLT nested, parens; Distribute Mult right; Distribute Mult left; Distribute subex}]",14~~14
43771,l8kuAhlIWI,"Unit ES_02, Section ES_02-2",EG31,5,FinalAnswer,2005-09-16 12:28:39.0,2005-09-16 12:29:55.0,2005-09-16 12:29:55.0,2005-09-16 12:31:04.0,135.0,135.0,,1,3,1,2,distribute-sp~~combine-like-terms-sp~~perform-mult-sp~~combine-like-terms-whole-sp,9~~7~~9~~9
43772,l8kuAhlIWI,"Unit ES_02, Section ES_02-2",EG31,5,8-18,2005-09-16 12:29:55.0,2005-09-16 12:30:05.0,2005-09-16 12:30:05.0,2005-09-16 12:30:05.0,10.0,10.0,,1,0,0,1,[SkillRule: Consolidate vars with coeff; CLT],19
43773,l8kuAhlIWI,"Unit ES_02, Section ES_02-2",EG30,5,(-7+0)*8,2005-09-16 12:31:27.0,2005-09-16 12:31:45.0,2005-09-16 12:31:45.0,2005-09-16 12:31:45.0,18.0,18.0,,1,0,0,1,"[SkillRule: Eliminate Parens; {CLT nested; CLT nested, parens; Distribute Mult right; Distribute Mult left; (+/-x +/-a)/b=c, mult; (+/-x +/-a)*b=c, div; [var expr]/[const expr] = [const expr], multiply; Distribute Division left; Distribute Division right; Distribute both mult left; Distribute both mult right; Distribute both divide left; Distribute both divide right; Distribute subex}]~~[SkillRule: Select Eliminate Parens; {CLT nested; CLT nested, parens; Distribute Mult right; Distribute Mult left; Distribute subex}]",15~~15
43774,l8kuAhlIWI,"Unit ES_02, Section ES_02-2",EG30,5,FinalAnswer,2005-09-16 12:31:45.0,2005-09-16 12:32:49.0,2005-09-16 12:32:49.0,2005-09-16 12:34:41.0,72.0,72.0,,1,0,0,2,distribute-sp~~perform-mult-sp~~combine-like-terms-whole-sp,10~~10~~10
44836,l8kuAhlIWI,"Unit CTA1_06, Section CTA1_06-5",FBSMR3,1,R4C1,2006-04-19 14:14:55.0,2006-04-19 14:15:35.0,,2006-04-19 14:15:52.0,57.0,,57.0,0,2,0,0,Entering a given,154
44837,l8kuAhlIWI,"Unit CTA1_06, Section CTA1_06-5",FBSMR3,1,R5C2,2006-04-19 14:15:52.0,2006-04-19 14:16:14.0,2006-04-19 14:16:22.0,2006-04-19 14:16:22.0,30.0,,30.0,0,1,0,1,Entering a given,155
44838,l8kuAhlIWI,"Unit CTA1_06, Section CTA1_06-5",FBSMR3,1,R6C2,2006-04-19 14:16:22.0,2006-04-19 14:16:33.0,,2006-04-19 14:16:33.0,11.0,,11.0,0,1,0,0,"Using small numbers~~Find Y, negative slope~~Using difficult numbers",102~~3~~72
44839,l8kuAhlIWI,"Unit CTA1_06, Section CTA1_06-5",FBSMR3,1,R7C2,2006-04-19 14:16:33.0,2006-04-19 14:16:45.0,,2006-04-19 14:16:45.0,12.0,,12.0,0,1,0,0,"Using small numbers~~Find Y, negative slope~~Using difficult numbers",103~~4~~73
44840,l8kuAhlIWI,"Unit CTA1_06, Section CTA1_06-5",FBSMR3,2,ValidEquations,2006-04-21 13:41:22.0,2006-04-21 13:46:58.0,2006-04-21 13:46:58.0,2006-04-21 13:46:58.0,336.0,336.0,,1,0,0,2,,
44841,l8kuAhlIWI,"Unit CTA1_06, Section CTA1_06-5",FBSMR3,2,0.44 = 0.99-0.05X,2006-04-21 13:46:58.0,2006-04-21 13:47:10.0,2006-04-21 13:50:53.0,2006-04-21 13:50:53.0,235.0,,235.0,0,1,0,1,"[SkillRule: Remove constant; {ax+b=c, positive; ax+b=c, negative; x+a=b, positive; x+a=b, negative; [var expr]+[const expr]=[const expr], positive; [var expr]+[const expr]=[const expr], negative; [var expr]+[const expr]=[const expr], all; Combine constants to right; Combine constants to left; a-x=b, positive; a/x+b=c, positive; a/x+b=c, negative}]",67
44842,l8kuAhlIWI,"Unit CTA1_06, Section CTA1_06-5",FBSMR3,2,1.1 = 0.1X,2006-04-21 13:52:02.0,2006-04-21 13:52:25.0,,2006-04-21 13:52:35.0,33.0,,33.0,0,0,3,0,"[SkillRule: Remove positive coefficient; {ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b}]~~[SkillRule: Remove coefficient; {ax+b=c, divide; ax=b; [const expr]*[var fact] + [const expr] = [const expr], divide; [var expr]*[const expr] = [const expr], divide; a/b*x=c; a/b*x=c, reciprocal; ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b; (+/-x +/-a)/b=c, mult; a=x*(b+c); a=x*(b-c); a=x*(b*c+d); x/a+b=c, multiply; [var expr]/[const expr] = [const expr], multiply}]",56~~94
44843,l8kuAhlIWI,"Unit CTA1_06, Section CTA1_06-5",FBSMR3,2,-0.55 = -0.05X,2006-04-21 13:50:53.0,2006-04-21 13:51:37.0,2006-04-21 13:57:12.0,2006-04-21 13:57:12.0,346.0,,346.0,0,5,6,1,"[SkillRule: Remove coefficient; {ax+b=c, divide; ax=b; [const expr]*[var fact] + [const expr] = [const expr], divide; [var expr]*[const expr] = [const expr], divide; a/b*x=c; a/b*x=c, reciprocal; ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b; (+/-x +/-a)/b=c, mult; a=x*(b+c); a=x*(b-c); a=x*(b*c+d); x/a+b=c, multiply; [var expr]/[const expr] = [const expr], multiply}]~~[SkillRule: Remove negative coefficient; {ax/b=c, reciprocal; ax/b=c; ax=b; x/a=b}]",95~~24
44844,l8kuAhlIWI,"Unit CTA1_06, Section CTA1_06-5",FBSMR3,2,R5C1,2006-04-21 13:57:12.0,2006-04-21 13:57:44.0,2006-04-21 13:57:44.0,2006-04-21 13:57:44.0,32.0,32.0,,1,0,0,1,"Using small numbers~~Find X, negative slope~~Using difficult numbers",104~~13~~74
44845,l8kuAhlIWI,"Unit CTA1_06, Section CTA1_06-5",FBSMR3,2,R4C1,2006-04-21 13:57:44.0,2006-04-21 13:58:32.0,2006-04-21 13:58:32.0,2006-04-21 13:58:32.0,48.0,48.0,,1,0,0,1,Entering a given,156
46172,QER9PsCgBT,"Unit QUAD-VERTICAL-MOTION, Section QUAD-VERTICAL-MOTION-1",NEWQUAD1TRE,1,num2-factor-node,2005-09-29 12:49:24.0,2005-09-29 12:49:37.0,2005-09-29 12:49:37.0,2005-09-29 12:49:37.0,13.0,13.0,,1,0,0,1,qft-num2-sp,9
46173,QER9PsCgBT,"Unit QUAD-VERTICAL-MOTION, Section QUAD-VERTICAL-MOTION-1",NEWQUAD1TRE,1,den1-factor-node,2005-09-29 12:49:37.0,2005-09-29 12:49:40.0,2005-09-29 12:49:40.0,2005-09-29 12:49:40.0,3.0,3.0,,1,0,0,1,qft-den-sp,9
46174,QER9PsCgBT,"Unit QUAD-VERTICAL-MOTION, Section QUAD-VERTICAL-MOTION-1",NEWQUAD1TRE,1,(-80?sqrt(80*80-4*-16*-96))/-32 = x,2005-09-29 12:49:40.0,2005-09-29 12:49:44.0,2005-09-29 12:49:44.0,2005-09-29 12:49:44.0,4.0,4.0,,1,0,0,1,,
46175,QER9PsCgBT,"Unit QUAD-VERTICAL-MOTION, Section QUAD-VERTICAL-MOTION-1",NEWQUAD1TRE,1,(-80+sqrt(80*80-4*-16*-96))/-32 = x,2005-09-29 12:49:44.0,2005-09-29 12:49:56.0,2005-09-29 12:49:56.0,2005-09-29 12:49:56.0,12.0,12.0,,1,0,0,1,,
46176,QER9PsCgBT,"Unit QUAD-VERTICAL-MOTION, Section QUAD-VERTICAL-MOTION-1",NEWQUAD1TRE,1,(-80-sqrt(80*80-4*-16*-96))/-32 = x,2005-09-29 12:49:56.0,2005-09-29 12:50:00.0,2005-09-29 12:50:00.0,2005-09-29 12:50:00.0,4.0,4.0,,1,0,0,1,,
46177,QER9PsCgBT,"Unit QUAD-VERTICAL-MOTION, Section QUAD-VERTICAL-MOTION-1",NEWQUAD1TRE,1,R6C1,2005-09-29 12:50:00.0,2005-09-29 12:50:05.0,2005-09-29 12:50:05.0,2005-09-29 12:50:05.0,5.0,5.0,,1,0,0,1,Entering a computed linear value,33
46178,QER9PsCgBT,"Unit QUAD-VERTICAL-MOTION, Section QUAD-VERTICAL-MOTION-1",NEWQUAD1TRE,1,R7C1,2005-09-29 12:48:02.0,2005-09-29 12:48:03.0,2005-09-29 12:50:06.0,2005-09-29 12:50:06.0,5.0,,5.0,0,1,1,1,Entering a computed linear value,34
46179,QER9PsCgBT,"Unit QUAD-VERTICAL-MOTION, Section QUAD-VERTICAL-MOTION-1",NEWQUAD1TRE,1,XLabel,2005-09-29 12:50:06.0,2005-09-29 12:50:24.0,2005-09-29 12:50:24.0,2005-09-29 12:50:24.0,18.0,18.0,,1,0,0,1,Labelling the axes,27
46180,QER9PsCgBT,"Unit QUAD-VERTICAL-MOTION, Section QUAD-VERTICAL-MOTION-1",NEWQUAD1TRE,1,XUnit,2005-09-29 12:50:24.0,2005-09-29 12:50:28.0,2005-09-29 12:50:28.0,2005-09-29 12:50:28.0,4.0,4.0,,1,0,0,1,,
46181,QER9PsCgBT,"Unit QUAD-VERTICAL-MOTION, Section QUAD-VERTICAL-MOTION-1",NEWQUAD1TRE,1,YLabel,2005-09-29 12:50:28.0,2005-09-29 12:50:35.0,2005-09-29 12:50:35.0,2005-09-29 12:50:35.0,7.0,7.0,,1,0,0,1,Labelling the axes,28
47690,QER9PsCgBT,"Unit CTA1_25, Section CTA1_25-1",REAL36,1,YLabel,2005-10-19 12:24:09.0,2005-10-19 12:24:18.0,2005-10-19 12:24:18.0,2005-10-19 12:24:18.0,9.0,9.0,,1,0,0,1,Labelling the axes,80
47691,QER9PsCgBT,"Unit CTA1_25, Section CTA1_25-1",REAL36,1,XUnit,2005-10-19 12:24:18.0,2005-10-19 12:24:22.0,2005-10-19 12:24:22.0,2005-10-19 12:24:22.0,4.0,4.0,,1,0,0,1,,
47692,QER9PsCgBT,"Unit CTA1_25, Section CTA1_25-1",REAL36,1,YUnit,2005-10-19 12:24:22.0,2005-10-19 12:24:23.0,2005-10-19 12:24:23.0,2005-10-19 12:24:23.0,1.0,1.0,,1,0,0,1,,
47693,QER9PsCgBT,"Unit CTA1_25, Section CTA1_25-1",REAL36,1,xMin,2005-10-19 12:24:23.0,2005-10-19 12:24:25.0,2005-10-19 12:24:25.0,2005-10-19 12:24:25.0,2.0,2.0,,1,0,0,1,Changing axis bounds,131
47694,QER9PsCgBT,"Unit CTA1_25, Section CTA1_25-1",REAL36,1,yMin,2005-10-19 12:24:25.0,2005-10-19 12:24:26.0,2005-10-19 12:24:26.0,2005-10-19 12:24:26.0,1.0,1.0,,1,0,0,1,Changing axis bounds,132
47695,QER9PsCgBT,"Unit CTA1_25, Section CTA1_25-1",REAL36,1,xMax,2005-10-19 12:24:26.0,2005-10-19 12:24:30.0,2005-10-19 12:24:30.0,2005-10-19 12:24:30.0,4.0,4.0,,1,0,0,1,Changing axis bounds,133
47696,QER9PsCgBT,"Unit CTA1_25, Section CTA1_25-1",REAL36,1,yMax,2005-10-19 12:24:30.0,2005-10-19 12:24:35.0,2005-10-19 12:24:35.0,2005-10-19 12:24:35.0,5.0,5.0,,1,0,0,1,Changing axis bounds,134
47697,QER9PsCgBT,"Unit CTA1_25, Section CTA1_25-1",REAL36,1,xScale,2005-10-19 12:24:35.0,2005-10-19 12:24:43.0,2005-10-19 12:24:43.0,2005-10-19 12:24:43.0,8.0,8.0,,1,0,0,1,Changing axis intervals,66
47698,QER9PsCgBT,"Unit CTA1_25, Section CTA1_25-1",REAL36,1,yScale,2005-10-19 12:24:43.0,2005-10-19 12:24:46.0,2005-10-19 12:24:46.0,2005-10-19 12:24:46.0,3.0,3.0,,1,0,0,1,Changing axis intervals,67
47699,QER9PsCgBT,"Unit CTA1_25, Section CTA1_25-1",REAL36,1,Point 1.2,2005-10-19 12:24:46.0,2005-10-19 12:25:27.0,,2005-10-19 12:25:27.0,41.0,,41.0,0,0,1,0,Correctly placing points,6
62946,yDO9pl8GC0,"Unit ES_03, Section ES_03-3",EG49,1,x = 3/-6.4,2005-09-23 12:31:07.0,2005-09-23 12:31:10.0,2005-09-23 12:31:10.0,2005-09-23 12:31:10.0,3.0,3.0,,1,0,0,1,,
62947,yDO9pl8GC0,"Unit ES_03, Section ES_03-3",EG48,1,-6.4y+10y = -1,2005-09-23 12:31:14.0,2005-09-23 12:31:18.0,2005-09-23 12:31:18.0,2005-09-23 12:31:18.0,4.0,4.0,,1,0,0,1,[SkillRule: Consolidate vars with coeff; CLT],11
62948,yDO9pl8GC0,"Unit ES_03, Section ES_03-3",EG48,1,3.6y = -1,2005-09-23 12:31:18.0,2005-09-23 12:31:26.0,2005-09-23 12:31:26.0,2005-09-23 12:31:26.0,8.0,8.0,,1,0,0,1,"[SkillRule: Remove positive coefficient; {ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b}]~~[SkillRule: Remove coefficient; {ax+b=c, divide; ax=b; [const expr]*[var fact] + [const expr] = [const expr], divide; [var expr]*[const expr] = [const expr], divide; a/b*x=c; a/b*x=c, reciprocal; ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b; (+/-x +/-a)/b=c, mult; a=x*(b+c); a=x*(b-c); a=x*(b*c+d); x/a+b=c, multiply; [var expr]/[const expr] = [const expr], multiply}]",4~~12
62949,yDO9pl8GC0,"Unit ES_03, Section ES_03-3",EG48,1,3.6y/3.6 = -1/3.6,2005-09-23 12:31:26.0,2005-09-23 12:31:32.0,2005-09-23 12:31:32.0,2005-09-23 12:31:32.0,6.0,6.0,,1,0,0,1,,
62950,yDO9pl8GC0,"Unit ES_03, Section ES_03-3",EG48,1,3.6y/3.6 = -0.27777778,2005-09-23 12:31:32.0,2005-09-23 12:31:36.0,2005-09-23 12:31:36.0,2005-09-23 12:31:36.0,4.0,4.0,,1,0,0,1,,
62951,yDO9pl8GC0,"Unit ES_03, Section ES_03-3",EG49A,1,-12.1x+x = -18,2005-09-23 12:31:41.0,2005-09-23 12:31:47.0,2005-09-23 12:31:47.0,2005-09-23 12:31:47.0,6.0,6.0,,1,0,0,1,"[SkillRule: Consolidate vars, no coeff; CLT]",13
62952,yDO9pl8GC0,"Unit ES_03, Section ES_03-3",EG49A,1,-11.1x = -18,2005-09-23 12:31:47.0,2005-09-23 12:32:00.0,2005-09-23 12:32:00.0,2005-09-23 12:32:00.0,13.0,13.0,,1,0,0,1,"[SkillRule: Remove coefficient; {ax+b=c, divide; ax=b; [const expr]*[var fact] + [const expr] = [const expr], divide; [var expr]*[const expr] = [const expr], divide; a/b*x=c; a/b*x=c, reciprocal; ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b; (+/-x +/-a)/b=c, mult; a=x*(b+c); a=x*(b-c); a=x*(b*c+d); x/a+b=c, multiply; [var expr]/[const expr] = [const expr], multiply}]~~[SkillRule: Remove negative coefficient; {ax/b=c, reciprocal; ax/b=c; ax=b; x/a=b}]",13~~9
62953,yDO9pl8GC0,"Unit ES_03, Section ES_03-3",EG49A,1,-11.1x/-11.1 = -18/-11.1,2005-09-23 12:32:00.0,2005-09-23 12:32:15.0,2005-09-23 12:32:15.0,2005-09-23 12:32:15.0,15.0,15.0,,1,0,0,1,,
62954,yDO9pl8GC0,"Unit ES_03, Section ES_03-3",EG49A,1,x = -18/-11.1,2005-09-23 12:32:15.0,2005-09-23 12:32:18.0,2005-09-23 12:32:18.0,2005-09-23 12:32:18.0,3.0,3.0,,1,0,0,1,,
62955,yDO9pl8GC0,"Unit ES_03, Section ES_03-3",EG48,2,4 = -9.5y+6y,2005-09-23 12:32:23.0,2005-09-23 12:32:27.0,2005-09-23 12:32:27.0,2005-09-23 12:32:27.0,4.0,4.0,,1,0,0,1,[SkillRule: Consolidate vars with coeff; CLT],12
64110,yDO9pl8GC0,"Unit CTA1_10, Section CTA1_10-3",DISTFB04_SP,1,R4C1,2005-11-09 12:33:39.0,2005-11-09 12:33:44.0,2005-11-09 12:33:44.0,2005-11-09 12:33:44.0,5.0,5.0,,1,0,0,1,Entering a given,45
64111,yDO9pl8GC0,"Unit CTA1_10, Section CTA1_10-3",DISTFB04_SP,1,R5C1,2005-11-09 12:33:44.0,2005-11-09 12:34:10.0,2005-11-09 12:34:10.0,2005-11-09 12:34:10.0,26.0,26.0,,1,0,0,1,Entering a given,46
64112,yDO9pl8GC0,"Unit CTA1_10, Section CTA1_10-3",DISTFB04_SP,1,R6C2,2005-11-09 12:34:10.0,2005-11-09 12:34:18.0,2005-11-09 12:34:18.0,2005-11-09 12:34:18.0,8.0,8.0,,1,0,0,1,Entering a given,47
64113,yDO9pl8GC0,"Unit CTA1_10, Section CTA1_10-3",DISTFB04_SP,1,R7C2,2005-11-09 12:34:18.0,2005-11-09 12:34:26.0,2005-11-09 12:34:26.0,2005-11-09 12:34:26.0,8.0,8.0,,1,0,0,1,Entering a given,48
64114,yDO9pl8GC0,"Unit CTA1_10, Section CTA1_10-3",DISTFB04_SP,1,ValidEquations,2005-11-09 12:34:26.0,2005-11-09 12:34:58.0,2005-11-09 12:34:58.0,2005-11-09 12:35:57.0,47.0,47.0,,1,0,0,2,,
64115,yDO9pl8GC0,"Unit CTA1_10, Section CTA1_10-3",DISTFB04_SP,1,1.25(X+72) = 273.75,2005-11-09 12:34:58.0,2005-11-09 12:35:15.0,2005-11-09 12:35:15.0,2005-11-09 12:35:15.0,17.0,17.0,,1,0,0,1,"[SkillRule: Eliminate Parens; {CLT nested; CLT nested, parens; Distribute Mult right; Distribute Mult left; (+/-x +/-a)/b=c, mult; (+/-x +/-a)*b=c, div; [var expr]/[const expr] = [const expr], multiply; Distribute Division left; Distribute Division right; Distribute both mult left; Distribute both mult right; Distribute both divide left; Distribute both divide right; Distribute subex}]",82
64116,yDO9pl8GC0,"Unit CTA1_10, Section CTA1_10-3",DISTFB04_SP,1,1.25X+90 = 273.75,2005-11-09 12:35:15.0,2005-11-09 12:35:21.0,2005-11-09 12:35:21.0,2005-11-09 12:35:21.0,6.0,6.0,,1,0,0,1,"[SkillRule: Remove constant; {ax+b=c, positive; ax+b=c, negative; x+a=b, positive; x+a=b, negative; [var expr]+[const expr]=[const expr], positive; [var expr]+[const expr]=[const expr], negative; [var expr]+[const expr]=[const expr], all; Combine constants to right; Combine constants to left; a-x=b, positive; a/x+b=c, positive; a/x+b=c, negative}]",135
64117,yDO9pl8GC0,"Unit CTA1_10, Section CTA1_10-3",DISTFB04_SP,1,1.25X = 183.75,2005-11-09 12:35:21.0,2005-11-09 12:35:37.0,2005-11-09 12:35:37.0,2005-11-09 12:35:37.0,16.0,16.0,,1,0,0,1,"[SkillRule: Remove positive coefficient; {ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b}]~~[SkillRule: Remove coefficient; {ax+b=c, divide; ax=b; [const expr]*[var fact] + [const expr] = [const expr], divide; [var expr]*[const expr] = [const expr], divide; a/b*x=c; a/b*x=c, reciprocal; ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b; (+/-x +/-a)/b=c, mult; a=x*(b+c); a=x*(b-c); a=x*(b*c+d); x/a+b=c, multiply; [var expr]/[const expr] = [const expr], multiply}]",45~~141
64118,yDO9pl8GC0,"Unit CTA1_10, Section CTA1_10-3",DISTFB04_SP,1,R7C1,2005-11-09 12:35:37.0,2005-11-09 12:35:42.0,2005-11-09 12:35:42.0,2005-11-09 12:35:42.0,5.0,5.0,,1,0,0,1,"Using small numbers~~Find X, positive slope~~Using difficult numbers",35~~21~~24
64119,yDO9pl8GC0,"Unit CTA1_10, Section CTA1_10-3",DISTFB04_SP,1,1.25(X+72) = 250,2005-11-09 12:35:57.0,2005-11-09 12:36:01.0,2005-11-09 12:36:01.0,2005-11-09 12:36:01.0,4.0,4.0,,1,0,0,1,"[SkillRule: Eliminate Parens; {CLT nested; CLT nested, parens; Distribute Mult right; Distribute Mult left; (+/-x +/-a)/b=c, mult; (+/-x +/-a)*b=c, div; [var expr]/[const expr] = [const expr], multiply; Distribute Division left; Distribute Division right; Distribute both mult left; Distribute both mult right; Distribute both divide left; Distribute both divide right; Distribute subex}]",83
65446,yDO9pl8GC0,"Unit CTA1_14, Section CTA1_14-3",2PTS01,1,R7C1,2006-03-01 12:43:14.0,2006-03-01 12:43:22.0,2006-03-01 12:43:22.0,2006-03-01 12:43:22.0,8.0,8.0,,1,0,0,1,"Using small numbers~~Find X, negative slope~~Using difficult numbers",109~~20~~65
