Row,Anon Student Id,Problem Hierarchy,Problem Name,Problem View,Step Name,Step Start Time,First Transaction Time,Correct Transaction Time,Step End Time,Step Duration (sec),Correct Step Duration (sec),Error Step Duration (sec),Correct First Attempt,Incorrects,Hints,Corrects,KC(Default),Opportunity(Default),Problem Unit,Problem Section
99331,879eYkR2Wu,"Unit CTA1_20, Section CTA1_20-2",1PTFB17,1,R4C1,,,,,,,,0.0,,,,"Entering a given~~Convert unit, standard",230~~14,CTA1_20,CTA1_20-2
99493,879eYkR2Wu,"Unit CTA1_21, Section CTA1_21-3",JAN08,1,yMax,,,,,,,,0.0,,,,Changing axis bounds,67,CTA1_21,CTA1_21-3
99767,879eYkR2Wu,"Unit CTA1_22, Section CTA1_22-1",SYS08,1,yMax,,,,,,,,1.0,,,,Changing axis bounds,89,CTA1_22,CTA1_22-1
99828,879eYkR2Wu,"Unit ES_06, Section ES_06-1",EG63A,5,-85265.5908y = 133395.09497311,,,,,,,,1.0,,,,"[SkillRule: Remove coefficient; {ax+b=c, divide; ax=b; [const expr]*[var fact] + [const expr] = [const expr], divide; [var expr]*[const expr] = [const expr], divide; a/b*x=c; a/b*x=c, reciprocal; ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b; (+/-x +/-a)/b=c, mult; a=x*(b+c); a=x*(b-c); a=x*(b*c+d); x/a+b=c, multiply; [var expr]/[const expr] = [const expr], multiply}]~~[SkillRule: Remove negative coefficient; {ax/b=c, reciprocal; ax/b=c; ax=b; x/a=b}]",132~~48,ES_06,ES_06-1
99934,879eYkR2Wu,"Unit CTA1_24, Section CTA1_24-1",PERCENT07,1,R7C2,,,,,,,,0.0,,,,"Find Y, Simple~~Using small numbers~~Using difficult numbers",4~~156~~93,CTA1_24,CTA1_24-1
100104,879eYkR2Wu,"Unit CTA1_25, Section CTA1_25-1",REAL36,1,XLabel,,,,,,,,1.0,,,,Labelling the axes,115,CTA1_25,CTA1_25-1
100304,879eYkR2Wu,"Unit CTA1_26, Section CTA1_26-1",REAL25,1,Slope Field 1,,,,,,,,1.0,,,,Entering the slope,23,CTA1_26,CTA1_26-1
100512,879eYkR2Wu,"Unit CTA1_27, Section CTA1_27-1",BH1T18,1,R1C1,,,,,,,,1.0,,,,,,CTA1_27,CTA1_27-1
102313,879eYkR2Wu,"Unit QuadLinearFuncTrans, Section QLFuncTrans11",TRANSFORMN022,1,CurrFunctionText,,,,,,,,1.0,,,,,,QuadLinearFuncTrans,QLFuncTrans11
102946,8ZPoEJbXB7,"Unit CTA1_12, Section CTA1_12-5",SYSFB05,2,Intersection 1 X,,,,,,,,1.0,,,,Labelling point of intersection,17,CTA1_12,CTA1_12-5
103231,8ZPoEJbXB7,"Unit ES_05, Section ES_05-6",EG60,1,4X/4 = 6/4,,,,,,,,1.0,,,,[SkillRule: Multiply/Divide; [Typein Skill: {Remove coefficient; Variable in denominator}]],22,ES_05,ES_05-6
103856,8ZPoEJbXB7,"Unit CTA1_14, Section CTA1_14-4",1PTFB12,1,-350 = -25X,,,,,,,,1.0,,,,"[SkillRule: Remove coefficient; {ax+b=c, divide; ax=b; [const expr]*[var fact] + [const expr] = [const expr], divide; [var expr]*[const expr] = [const expr], divide; a/b*x=c; a/b*x=c, reciprocal; ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b; (+/-x +/-a)/b=c, mult; a=x*(b+c); a=x*(b-c); a=x*(b*c+d); x/a+b=c, multiply; [var expr]/[const expr] = [const expr], multiply}]~~[SkillRule: Remove negative coefficient; {ax/b=c, reciprocal; ax/b=c; ax=b; x/a=b}]",146~~61,CTA1_14,CTA1_14-4
104132,8ZPoEJbXB7,"Unit LINEAR-INEQUALITY-GRAPHING, Section LINEAR-INEQUALITY-GRAPHING-2",YLEX+7,2,GraphButton1,,,,,,,,1.0,,,,,,LINEAR-INEQUALITY-GRAPHING,LINEAR-INEQUALITY-GRAPHING-2
104542,8ZPoEJbXB7,"Unit CTA1_15, Section CTA1_15-3",SYS07,1,R1C1,,,,,,,,1.0,,,,,,CTA1_15,CTA1_15-3
104861,8ZPoEJbXB7,"Unit QUAD-ADD-AREA-ALG1, Section QUAD-ADD-AREA-ALG1-1",NEWSQUARE3TRE,1,R3C3,,,,,,,,0.0,,,,"Using simple numbers~~Using small numbers~~Write expression, quadratic",187~~144~~7,QUAD-ADD-AREA-ALG1,QUAD-ADD-AREA-ALG1-1
105015,8ZPoEJbXB7,"Unit QUADRATICS-FACTORING_ES, Section QUADRATICS-FACTORING_ES-2",EG-FACTOR45,2,10x^2-19x+6,,,,,,,,1.0,,,,,,QUADRATICS-FACTORING_ES,QUADRATICS-FACTORING_ES-2
105266,8ZPoEJbXB7,"Unit QUADRATICS-SOLVING_ES, Section QUADRATICS-SOLVING_ES-1",EG-S-FACTOR17,1,den1-factor-node,,,,,,,,1.0,,,,qft-den-sp,11,QUADRATICS-SOLVING_ES,QUADRATICS-SOLVING_ES-1
105988,8ZPoEJbXB7,"Unit QUAD-VERTICAL-MOTION, Section QUAD-VERTICAL-MOTION-1",NEWQUAD8TRE,2,yMax,,,,,,,,1.0,,,,Changing axis bounds,103,QUAD-VERTICAL-MOTION,QUAD-VERTICAL-MOTION-1
106154,8ZPoEJbXB7,"Unit EXPT-PRODUCT-SIMP-A_ES, Section EXPT-PRODUCT-SIMPLIFYING-A_ES-3",EG-EPS02,1,y1R1,,,,,,,,1.0,,,,,,EXPT-PRODUCT-SIMP-A_ES,EXPT-PRODUCT-SIMPLIFYING-A_ES-3
106494,8ZPoEJbXB7,"Unit EXPT-QUOTIENT-SIMP-A_ES, Section EXPT-QUOTIENT-SIMPLIFYING-A_ES-3",EG-EQS03,2,row1-N-y,,,,,,,,1.0,,,,,,EXPT-QUOTIENT-SIMP-A_ES,EXPT-QUOTIENT-SIMPLIFYING-A_ES-3
106772,8ZPoEJbXB7,"Unit CTA1_20, Section CTA1_20-2",IPCPAIGE,1,R1C1,,,,,,,,1.0,,,,,,CTA1_20,CTA1_20-2
146235,CaA0123UJL,"Unit CTA1_01, Section CTA1_01-4",JAN04A,1,R4C1,,,,,,,,1.0,,,,Entering a given,46,CTA1_01,CTA1_01-4
146480,CaA0123UJL,"Unit CTA1_02, Section CTA1_02-4",BH1T29B,1,XLabel,,,,,,,,1.0,,,,Labelling the axes,20,CTA1_02,CTA1_02-4
146675,CaA0123UJL,"Unit ES_01, Section ES_01-7",EG21,2,y+5 = -6,,,,,,,,0.0,,,,"[SkillRule: Remove constant; {ax+b=c, positive; ax+b=c, negative; x+a=b, positive; x+a=b, negative; [var expr]+[const expr]=[const expr], positive; [var expr]+[const expr]=[const expr], negative; [var expr]+[const expr]=[const expr], all; Combine constants to right; Combine constants to left; a-x=b, positive; a/x+b=c, positive; a/x+b=c, negative}]~~[SkillRule: Isolate positive; x+a=b, positive]",14~~9,ES_01,ES_01-7
146914,CaA0123UJL,"Unit CTA1_04, Section CTA1_04-3",PERCENT14A,1,R4C1,,,,,,,,1.0,,,,Entering a given,147,CTA1_04,CTA1_04-3
147127,CaA0123UJL,"Unit ES_02, Section ES_02-6",EG40,9,6 = -8-4y,,,,,,,,1.0,,,,"[SkillRule: Remove constant; {ax+b=c, positive; ax+b=c, negative; x+a=b, positive; x+a=b, negative; [var expr]+[const expr]=[const expr], positive; [var expr]+[const expr]=[const expr], negative; [var expr]+[const expr]=[const expr], all; Combine constants to right; Combine constants to left; a-x=b, positive; a/x+b=c, positive; a/x+b=c, negative}]~~[SkillRule: ax+b=c, negative; ax+b=c, negative]",57~~12,ES_02,ES_02-6
147363,CaA0123UJL,"Unit CTA1_13, Section CTA1_13-1",PROP06,1,R6C1,,,,,,,,1.0,,,,Entering a given,196,CTA1_13,CTA1_13-1
147707,CaA0123UJL,"Unit CTA1_06, Section CTA1_06-3",FEB13,1,R1C1,,,,,,,,1.0,,,,,,CTA1_06,CTA1_06-3
148020,ey9rvMnU57,"Unit CTA1_01, Section CTA1_01-3",REAL20B,1,R3C1,,,,,,,,1.0,,,,Define Variable,11,CTA1_01,CTA1_01-3
148315,ey9rvMnU57,"Unit CTA1_02, Section CTA1_02-4",BH1T29,1,R1C2,,,,,,,,1.0,,,,,,CTA1_02,CTA1_02-4
148522,ey9rvMnU57,"Unit ES_01, Section ES_01-7",EG21,1,4 = 8+x,,,,,,,,1.0,,,,"[SkillRule: Remove constant; {ax+b=c, positive; ax+b=c, negative; x+a=b, positive; x+a=b, negative; [var expr]+[const expr]=[const expr], positive; [var expr]+[const expr]=[const expr], negative; [var expr]+[const expr]=[const expr], all; Combine constants to right; Combine constants to left; a-x=b, positive; a/x+b=c, positive; a/x+b=c, negative}]~~[SkillRule: Isolate positive; x+a=b, positive]",9~~5,ES_01,ES_01-7
148693,ey9rvMnU57,"Unit CTA1_04, Section CTA1_04-3",BH1T41,1,R6C1,,,,,,,,1.0,,,,"Using small numbers~~Find X, positive slope~~Using difficult numbers",88~~12~~19,CTA1_04,CTA1_04-3
148969,ey9rvMnU57,"Unit ES_02, Section ES_02-7",EG41,2,1*-7 = y/-7*-7,,,,,,,,1.0,,,,,,ES_02,ES_02-7
149158,ey9rvMnU57,"Unit CTA1_13, Section CTA1_13-1",PROP09,1,R1C1,,,,,,,,1.0,,,,,,CTA1_13,CTA1_13-1
149809,ey9rvMnU57,"Unit CTA1_06, Section CTA1_06-4",BH1T51,1,R2C1,,,,,,,,1.0,,,,Identifying units,109,CTA1_06,CTA1_06-4
150107,ey9rvMnU57,"Unit ES_03, Section ES_03-8",LIT8A,1,x+s-x = 7-x,,,,,,,,1.0,,,,"[SkillRule: Add/Subtract; [Typein Skill: {Isolate positive; Isolate negative; Remove constant; Consolidate vars, no coeff; Consolidate vars with coeff; Consolidate vars, any}]]",31,ES_03,ES_03-8
150269,ey9rvMnU57,"Unit CTA1_08, Section CTA1_08-3",PERCENT12,1,Formula 1 Coeff 0,,,,,,,,1.0,,,,Setting the y-intercept,12,CTA1_08,CTA1_08-3
150576,ey9rvMnU57,"Unit ES_04, Section ES_04-16",LIT57A,1,j*(n+3)+c-c = b-c,,,,,,,,1.0,,,,"[SkillRule: Add/Subtract; [Typein Skill: {Isolate positive; Isolate negative; Remove constant; Consolidate vars, no coeff; Consolidate vars with coeff; Consolidate vars, any}]]",53,ES_04,ES_04-16
150843,ey9rvMnU57,"Unit CTA1_10, Section CTA1_10-6",DISTFB10_SP,2,0.8X = 9.6,,,,,,,,1.0,,,,"[SkillRule: Remove positive coefficient; {ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b}]~~[SkillRule: Remove coefficient; {ax+b=c, divide; ax=b; [const expr]*[var fact] + [const expr] = [const expr], divide; [var expr]*[const expr] = [const expr], divide; a/b*x=c; a/b*x=c, reciprocal; ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b; (+/-x +/-a)/b=c, mult; a=x*(b+c); a=x*(b-c); a=x*(b*c+d); x/a+b=c, multiply; [var expr]/[const expr] = [const expr], multiply}]",137~~265,CTA1_10,CTA1_10-6
150975,ey9rvMnU57,"Unit ES_07, Section ES_07-5",LIT82,1,v*(k*h+h) = w*h,,,,,,,,1.0,,,,"[SkillRule: Remove coefficient; {ax+b=c, divide; ax=b; [const expr]*[var fact] + [const expr] = [const expr], divide; [var expr]*[const expr] = [const expr], divide; a/b*x=c; a/b*x=c, reciprocal; ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b; (+/-x +/-a)/b=c, mult; a=x*(b+c); a=x*(b-c); a=x*(b*c+d); x/a+b=c, multiply; [var expr]/[const expr] = [const expr], multiply}]",293,ES_07,ES_07-5
151236,ey9rvMnU57,"Unit CTA1_12, Section CTA1_12-4",SYSFB22,1,XLabel,,,,,,,,1.0,,,,Labelling the axes,127,CTA1_12,CTA1_12-4
159086,z9svx3mA4s,"Unit CTA1_01, Section CTA1_01-3",REAL20A,1,R4C2,,,,,,,,1.0,,,,"Using simple numbers~~Using large numbers~~Find Y, negative slope",37~~19~~5,CTA1_01,CTA1_01-3
159261,z9svx3mA4s,"Unit CTA1_02, Section CTA1_02-3",L3NOV10,1,R1C2,,,,,,,,1.0,,,,,,CTA1_02,CTA1_02-3
159498,z9svx3mA4s,"Unit ES_01, Section ES_01-11",EG27,2,2/-1 = -x/-1,,,,,,,,1.0,,,,[SkillRule: Calculate negative coefficient; [Typein Skill: Make variable positive]],2,ES_01,ES_01-11
159677,z9svx3mA4s,"Unit CTA1_04, Section CTA1_04-3",L2FB15C,2,R6C2,,,,,,,,1.0,,,,Entering a given,129,CTA1_04,CTA1_04-3
159846,z9svx3mA4s,"Unit ES_02, Section ES_02-6",EG40,1,0 = -7y,,,,,,,,1.0,,,,"[SkillRule: Remove coefficient; {ax+b=c, divide; ax=b; [const expr]*[var fact] + [const expr] = [const expr], divide; [var expr]*[const expr] = [const expr], divide; a/b*x=c; a/b*x=c, reciprocal; ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b; (+/-x +/-a)/b=c, mult; a=x*(b+c); a=x*(b-c); a=x*(b*c+d); x/a+b=c, multiply; [var expr]/[const expr] = [const expr], multiply}]~~[SkillRule: Remove negative coefficient; {ax/b=c, reciprocal; ax/b=c; ax=b; x/a=b}]",49~~16,ES_02,ES_02-6
160054,z9svx3mA4s,"Unit CTA1_13, Section CTA1_13-1",PROP13,1,R3C1,,,,,,,,1.0,,,,Define Variable,52,CTA1_13,CTA1_13-1
160323,z9svx3mA4s,"Unit CTA1_06, Section CTA1_06-4",L6FB07,1,R2C2,,,,,,,,1.0,,,,Identifying units,86,CTA1_06,CTA1_06-4
160752,z9svx3mA4s,"Unit ES_03, Section ES_03-7",LIT4,1,a*h/a = w/a,,,,,,,,1.0,,,,,,ES_03,ES_03-7
160979,z9svx3mA4s,"Unit CTA1_08, Section CTA1_08-3",BH1T07,1,Formula 1 Coeff 1,,,,,,,,0.0,,,,Setting the slope,13,CTA1_08,CTA1_08-3
161288,z9svx3mA4s,"Unit ES_04, Section ES_04-13",LIT36,1,-n/6 = 6z/6,,,,,,,,1.0,,,,,,ES_04,ES_04-13
161517,z9svx3mA4s,"Unit CTA1_10, Section CTA1_10-4",FOR08_SP,1,R3C1,,,,,,,,1.0,,,,Define Variable,103,CTA1_10,CTA1_10-4
161708,z9svx3mA4s,"Unit ES_07, Section ES_07-4",LIT68A,1,6h-2j = c*g+8z,,,,,,,,1.0,,,,"[SkillRule: Remove constant; {ax+b=c, positive; ax+b=c, negative; x+a=b, positive; x+a=b, negative; [var expr]+[const expr]=[const expr], positive; [var expr]+[const expr]=[const expr], negative; [var expr]+[const expr]=[const expr], all; Combine constants to right; Combine constants to left; a-x=b, positive; a/x+b=c, positive; a/x+b=c, negative}]",181,ES_07,ES_07-4
162138,z9svx3mA4s,"Unit CTA1_12, Section CTA1_12-6",SYSFB03,1,yMax,,,,,,,,1.0,,,,Changing axis bounds,138,CTA1_12,CTA1_12-6
162311,z9svx3mA4s,"Unit ES_05, Section ES_05-12",LIT38,1,y-b = m*x,,,,,,,,1.0,,,,"[SkillRule: Remove coefficient; {ax+b=c, divide; ax=b; [const expr]*[var fact] + [const expr] = [const expr], divide; [var expr]*[const expr] = [const expr], divide; a/b*x=c; a/b*x=c, reciprocal; ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b; (+/-x +/-a)/b=c, mult; a=x*(b+c); a=x*(b-c); a=x*(b*c+d); x/a+b=c, multiply; [var expr]/[const expr] = [const expr], multiply}]",331,ES_05,ES_05-12
162608,z9svx3mA4s,"Unit CTA1_14, Section CTA1_14-4",IPCTURDUCKEN,1,R6C1,,,,,,,,0.0,,,,"Using small numbers~~Find X, negative slope~~Using difficult numbers",274~~44~~153,CTA1_14,CTA1_14-4
162787,z9svx3mA4s,"Unit LINEAR-INEQUALITY-GRAPHING, Section LINEAR-INEQUALITY-GRAPHING-2",P-2X-2YGE9,1,ShadeButton1,,,,,,,,1.0,,,,Shading greater than~~Including the line when shading~~Shading GLF equation with negative slope,8~~8~~3,LINEAR-INEQUALITY-GRAPHING,LINEAR-INEQUALITY-GRAPHING-2
163113,z9svx3mA4s,"Unit CTA1_15, Section CTA1_15-3",SYS07,1,Intersection 1 X,,,,,,,,1.0,,,,Labelling point of intersection,49,CTA1_15,CTA1_15-3
163240,z9svx3mA4s,"Unit QUAD-ADD-AREA-ALG1, Section QUAD-ADD-AREA-ALG1-1",NEWSQUARE7TRE,1,R6C2,,,,,,,,1.0,,,,,,QUAD-ADD-AREA-ALG1,QUAD-ADD-AREA-ALG1-1
163412,z9svx3mA4s,"Unit QUADRATICS-FACTORING_ES, Section QUADRATICS-FACTORING_ES-2",EG-FACTOR24,1,c-factor-2,,,,,,,,0.0,,,,,,QUADRATICS-FACTORING_ES,QUADRATICS-FACTORING_ES-2
163735,z9svx3mA4s,"Unit QUADRATICS-SOLVING_ES, Section QUADRATICS-SOLVING_ES-1",EG-S-FACTOR10,1,14/2 = x,,,,,,,,1.0,,,,,,QUADRATICS-SOLVING_ES,QUADRATICS-SOLVING_ES-1
163843,z9svx3mA4s,"Unit QUAD-VERTICAL-MOTION, Section QUAD-VERTICAL-MOTION-1",NEWQUAD2TRE,2,T = (-320?sqrt(320^2-4*-16*-5))/-32,,,,,,,,1.0,,,,,,QUAD-VERTICAL-MOTION,QUAD-VERTICAL-MOTION-1
179476,6dGeA2ZpO4,"Unit CTA1_01, Section CTA1_01-2",BH1T22A,1,R1C2,,,,,,,,1.0,,,,,,CTA1_01,CTA1_01-2
196068,f4fNYL73Z2,"Unit CTA1_01, Section CTA1_01-4",REAL32A,1,R2C2,,,,,,,,1.0,,,,Identifying units,30,CTA1_01,CTA1_01-4
196356,f4fNYL73Z2,"Unit CTA1_02, Section CTA1_02-4",BH1T29A,1,R3C2,,,,,,,,0.0,,,,"Using simple numbers~~Using large numbers~~Write expression, negative slope",126~~60~~6,CTA1_02,CTA1_02-4
196634,f4fNYL73Z2,"Unit ES_01, Section ES_01-10",EG27,2,-3+y = 0,,,,,,,,1.0,,,,"[SkillRule: Remove constant; {ax+b=c, positive; ax+b=c, negative; x+a=b, positive; x+a=b, negative; [var expr]+[const expr]=[const expr], positive; [var expr]+[const expr]=[const expr], negative; [var expr]+[const expr]=[const expr], all; Combine constants to right; Combine constants to left; a-x=b, positive; a/x+b=c, positive; a/x+b=c, negative}]~~[SkillRule: Isolate negative; x+a=b, negative]",19~~9,ES_01,ES_01-10
196894,f4fNYL73Z2,"Unit CTA1_04, Section CTA1_04-3",PERCENT14B,1,X+11.76470588 = 211.76470588,,,,,,,,1.0,,,,"[SkillRule: Remove constant; {ax+b=c, positive; ax+b=c, negative; x+a=b, positive; x+a=b, negative; [var expr]+[const expr]=[const expr], positive; [var expr]+[const expr]=[const expr], negative; [var expr]+[const expr]=[const expr], all; Combine constants to right; Combine constants to left; a-x=b, positive; a/x+b=c, positive; a/x+b=c, negative}]~~[SkillRule: Isolate positive; x+a=b, positive]",38~~15,CTA1_04,CTA1_04-3
197149,f4fNYL73Z2,"Unit ES_02, Section ES_02-7",EG41,4,-4 = x/4,,,,,,,,0.0,,,,"[SkillRule: Remove positive coefficient; {ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b}]~~[SkillRule: Remove coefficient; {ax+b=c, divide; ax=b; [const expr]*[var fact] + [const expr] = [const expr], divide; [var expr]*[const expr] = [const expr], divide; a/b*x=c; a/b*x=c, reciprocal; ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b; (+/-x +/-a)/b=c, mult; a=x*(b+c); a=x*(b-c); a=x*(b*c+d); x/a+b=c, multiply; [var expr]/[const expr] = [const expr], multiply}]",44~~71,ES_02,ES_02-7
197392,f4fNYL73Z2,"Unit CTA1_13, Section CTA1_13-1",PROP13,1,R2C1,,,,,,,,1.0,,,,Identifying units,90,CTA1_13,CTA1_13-1
197528,f4fNYL73Z2,"Unit CTA1_06, Section CTA1_06-2",DEC02,1,R3C1,,,,,,,,1.0,,,,Define Variable,69,CTA1_06,CTA1_06-2
212860,oEt3YTvS4G,"Unit CTA1_01, Section CTA1_01-4",JAN13A,1,R4C2,,,,,,,,1.0,,,,"Using simple numbers~~Using large numbers~~Find Y, positive slope",55~~28~~14,CTA1_01,CTA1_01-4
213110,oEt3YTvS4G,"Unit CTA1_02, Section CTA1_02-4",L2FB14B,1,YLabel,,,,,,,,1.0,,,,Labelling the axes,21,CTA1_02,CTA1_02-4
213257,oEt3YTvS4G,"Unit ES_01, Section ES_01-7",EG22,2,x-8+8 = 3+8,,,,,,,,1.0,,,,"[SkillRule: Add/Subtract; [Typein Skill: {Isolate positive; Isolate negative; Remove constant; Consolidate vars, no coeff; Consolidate vars with coeff; Consolidate vars, any}]]",3,ES_01,ES_01-7
213493,oEt3YTvS4G,"Unit CTA1_04, Section CTA1_04-4",L5FB04C,2,R6C1,,,,,,,,1.0,,,,"Using small numbers~~Find X, negative slope~~Using difficult numbers",94~~5~~23,CTA1_04,CTA1_04-4
213620,oEt3YTvS4G,"Unit ES_02, Section ES_02-6",EG40,2,-5 = -10+9y,,,,,,,,1.0,,,,"[SkillRule: Remove constant; {ax+b=c, positive; ax+b=c, negative; x+a=b, positive; x+a=b, negative; [var expr]+[const expr]=[const expr], positive; [var expr]+[const expr]=[const expr], negative; [var expr]+[const expr]=[const expr], all; Combine constants to right; Combine constants to left; a-x=b, positive; a/x+b=c, positive; a/x+b=c, negative}]~~[SkillRule: ax+b=c, negative; ax+b=c, negative]",32~~4,ES_02,ES_02-6
213773,oEt3YTvS4G,"Unit CTA1_13, Section CTA1_13-1",PROP12,1,R4C1,,,,,,,,1.0,,,,"Using small numbers~~Find X, Simple~~Using difficult numbers",111~~16~~37,CTA1_13,CTA1_13-1
214102,oEt3YTvS4G,"Unit CTA1_06, Section CTA1_06-3",BH1T44,1,xScale,,,,,,,,1.0,,,,Changing axis intervals,35,CTA1_06,CTA1_06-3
214493,oEt3YTvS4G,"Unit ES_03, Section ES_03-7",LIT11,1,2-m = s,,,,,,,,1.0,,,,"[SkillRule: Remove constant; {ax+b=c, positive; ax+b=c, negative; x+a=b, positive; x+a=b, negative; [var expr]+[const expr]=[const expr], positive; [var expr]+[const expr]=[const expr], negative; [var expr]+[const expr]=[const expr], all; Combine constants to right; Combine constants to left; a-x=b, positive; a/x+b=c, positive; a/x+b=c, negative}]",97,ES_03,ES_03-7
214624,oEt3YTvS4G,"Unit CTA1_08, Section CTA1_08-2",DEMO_8,1,R2C2,,,,,,,,1.0,,,,Identifying units,108,CTA1_08,CTA1_08-2
214797,oEt3YTvS4G,"Unit ES_04, Section ES_04-10",EG57,1,(8x-1)/2*2 = 9*2,,,,,,,,1.0,,,,[SkillRule: Calculate Eliminate Parens; [Typein Skill: Eliminate Parens]],9,ES_04,ES_04-10
214848,oEt3YTvS4G,"Unit CTA1_12, Section CTA1_12-1",LDEMO_SYS,1,R3C1,,,,,,,,1.0,,,,Define Variable,85,CTA1_12,CTA1_12-1
215344,t0fI2c7EMH,"Unit CTA1_02, Section CTA1_02-4",REAL19B,1,R3C1,,,,,,,,1.0,,,,Define Variable,8,CTA1_02,CTA1_02-4
215467,t0fI2c7EMH,"Unit ES_01, Section ES_01-5",EG15,1,(7-1.6)*4 = y,,,,,,,,1.0,,,,"[SkillRule: Select Eliminate Parens; {CLT nested; CLT nested, parens; Distribute Mult right; Distribute Mult left; Distribute subex}]",16,ES_01,ES_01-5
215643,t0fI2c7EMH,"Unit CTA1_04, Section CTA1_04-4",L5FB04B,1,R3C2,,,,,,,,1.0,,,,"Using small numbers~~Write expression, negative slope~~Using difficult numbers",55~~5~~22,CTA1_04,CTA1_04-4
215764,t0fI2c7EMH,"Unit ES_02, Section ES_02-10",EG44,2,1x = 2/x*x,,,,,,,,0.0,,,,[SkillRule: Multiply/Divide; [Typein Skill: {Remove coefficient; Variable in denominator}]],11,ES_02,ES_02-10
215908,t0fI2c7EMH,"Unit CTA1_04, Section CTA1_04-4",BH1T47C,1,R1C2,,,,,,,,1.0,,,,,,CTA1_04,CTA1_04-4
216076,t0fI2c7EMH,"Unit ES_02, Section ES_02-8",EG41,4,-14*-7 = x/-7*-7,,,,,,,,1.0,,,,[SkillRule: Multiply/Divide; [Typein Skill: {Remove coefficient; Variable in denominator}]],17,ES_02,ES_02-8
216136,t0fI2c7EMH,"Unit QUAD-ADD-AREA-ALG1, Section QUAD-ADD-AREA-ALG1-1",NEWSQUARE1TRE,1,R8C2,,,,,,,,0.0,,,,Entering a computed linear value,7,QUAD-ADD-AREA-ALG1,QUAD-ADD-AREA-ALG1-1
222331,23T7Up1oQ6,"Unit CTA1_01, Section CTA1_01-3",BH1T30C,1,R1C1,,,,,,,,1.0,,,,,,CTA1_01,CTA1_01-3
230561,5cuKF3lL4D,"Unit CTA1_01, Section CTA1_01-4",REAL32C,1,R2C2,,,,,,,,1.0,,,,Identifying units,35,CTA1_01,CTA1_01-4
230601,5cuKF3lL4D,"Unit CTA1_02, Section CTA1_02-1",LDEMO_GRPH,1,R5C1,,,,,,,,0.0,,,,Entering a given,66,CTA1_02,CTA1_02-1
230605,5cuKF3lL4D,"Unit CTA1_01, Section CTA1_01-4",JAN13C,2,R5C2,,,,,,,,0.0,,,,"Using simple numbers~~Using large numbers~~Find Y, positive slope",100~~60~~24,CTA1_01,CTA1_01-4
230727,5cuKF3lL4D,"Unit CTA1_02, Section CTA1_02-2",NEWS01A,1,R5C1,,,,,,,,0.0,,,,"Entering a given~~Convert unit, mixed",91~~1,CTA1_02,CTA1_02-2
231683,938jD6Z338,"Unit CTA1_01, Section CTA1_01-2",BH1T24B,1,R5C1,,,,,,,,1.0,,,,Entering a given,10,CTA1_01,CTA1_01-2
231825,c3Ee3W8hyq,"Unit CTA1_01, Section CTA1_01-3",REAL20A,1,R4C2,,,,,,,,0.0,,,,"Using simple numbers~~Using large numbers~~Find Y, negative slope",40~~18~~5,CTA1_01,CTA1_01-3
232144,c3Ee3W8hyq,"Unit CTA1_02, Section CTA1_02-3",L3NOV10C,1,yScale,,,,,,,,1.0,,,,Changing axis intervals,20,CTA1_02,CTA1_02-3
232428,c3Ee3W8hyq,"Unit ES_01, Section ES_01-8",EG24,1,1/7 = -7x/-7,,,,,,,,0.0,,,,,,ES_01,ES_01-8
232680,c3Ee3W8hyq,"Unit CTA1_04, Section CTA1_04-2",BH1T32,3,R3C2,,,,,,,,1.0,,,,"Write expression, positive slope~~Using large numbers~~Using difficult numbers",39~~81~~35,CTA1_04,CTA1_04-2
233089,c3Ee3W8hyq,"Unit ES_02, Section ES_02-10",EG44,4,-9y = 9,,,,,,,,1.0,,,,"[SkillRule: Remove coefficient; {ax+b=c, divide; ax=b; [const expr]*[var fact] + [const expr] = [const expr], divide; [var expr]*[const expr] = [const expr], divide; a/b*x=c; a/b*x=c, reciprocal; ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b; (+/-x +/-a)/b=c, mult; a=x*(b+c); a=x*(b-c); a=x*(b*c+d); x/a+b=c, multiply; [var expr]/[const expr] = [const expr], multiply}]~~[SkillRule: Remove negative coefficient; {ax/b=c, reciprocal; ax/b=c; ax=b; x/a=b}]",106~~34,ES_02,ES_02-10
233204,c3Ee3W8hyq,"Unit CTA1_13, Section CTA1_13-1",PROP02,1,R5C1,,,,,,,,0.0,,,,"Using small numbers~~Find X, Simple~~Using difficult numbers",143~~30~~76,CTA1_13,CTA1_13-1
233906,c3Ee3W8hyq,"Unit CTA1_06, Section CTA1_06-5",FBSMR2,1,R2C1,,,,,,,,1.0,,,,Identifying units,129,CTA1_06,CTA1_06-5
234253,c3Ee3W8hyq,"Unit ES_03, Section ES_03-6",EG53A,1,3.4/39.1 = 39.1x/39.1,,,,,,,,1.0,,,,[SkillRule: Multiply/Divide; [Typein Skill: {Remove coefficient; Variable in denominator}]],39,ES_03,ES_03-6
